url,headline,date
https: thehill.com homenews education 4658597-pro-palestine-student-protests-continue-at-weekend-commencement-ceremonies ,   Pro-Palestine student protests continue at weekend commencement ceremonies  ,2024-04-11
https: thehill.com opinion international 4660583-united-nations-palestine-statehood-gaza-big-mistake ,   UN backing of statehood for Palestine is a huge mistake  ,2024-04-13
https: thehill.com homenews education 4662623-harvard-pro-palestinian-encampment-student-protests ,   Harvard reaches deal to end pro-Palestinian encampment  ,2024-04-14
https: thehill.com homenews state-watch 4666230-independent-testing-finds-toxic-chemicals-in-east-palestine-home ,   Independent testing finds toxic chemicals in East Palestine home  ,2024-04-15
https: thehill.com policy energy-environment 4666038-former-epa-contractor-east-palestine-ohio-train-crash-air-data ,   Former EPA contractor says agency took 5 days to deploy chemical detection plane in East Palestine  ,2024-04-15
https: thehill.com opinion 4666294-dont-be-fooled-by-college-protests-gen-z-wants-dialogue-on-israel-and-palestine ,"   Don’t be fooled by college protests, Gen Z wants dialogue on Israel and Palestine  ",2024-04-16
https: thehill.com opinion education 4668834-5-steps-colleges-should-take-after-the-palestine-protests ,   5 steps colleges should take after the Palestine protests   ,2024-04-19
https: thehill.com policy international 4672136-nato-james-stavridis-campus-protests-israel-hamas-war ,   Former NATO leader says pro-Palestinian campus protesters should not ‘be applauded’  ,2024-04-19
https: thehill.com policy international 4678693-no-gaza-aid-delivered-through-us-pier-has-been-distributed-to-palestinians-pentagon-says ,"   No Gaza aid delivered through US pier has been distributed to Palestinians, Pentagon says  ",2024-04-21
https: thehill.com homenews education 4680943-ucla-police-chief-temporarily-reassigned-after-violence-at-pro-palestine-encampment ,   UCLA police chief temporarily reassigned after violence at pro-Palestine encampment  ,2024-04-22
https: thehill.com homenews education 4680598-harvard-board-bars-13-pro-palestine-student-protesters-from-graduating-overruling-faculty ,"   Harvard board bars 13 pro-Palestine student protesters from graduating, overruling faculty  ",2024-04-22
https: thehill.com policy international 4679581-israel-recalls-ambassadors-norway-ireland-spain-palestinian-state ,"   Israel recalls ambassadors after Norway, Ireland and Spain say they’ll recognize Palestinian state  ",2024-04-22
https: thehill.com policy defense 4682807-more-than-1-million-pounds-of-aid-has-reached-palestinians-in-gaza-through-coastal-pier ,   More than 1 million pounds of aid has reached Palestinians in Gaza through coastal pier  ,2024-04-23
https: thehill.com homenews education 4690526-university-of-california-academic-workers-expand-strike-over-response-to-pro-palestinian-protests ,   University of California academic workers expand strike over response to pro-Palestinian protests  ,2024-04-28
https: thehill.com blogs in-the-know 4689193-jerry-seinfeld-being-target-pro-palestinian-protests-so-dumb ,   Jerry Seinfeld says being target of pro-Palestinian protests ‘so dumb’  ,2024-04-28
https: thehill.com policy international 4688676-spain-norway-ireland-formally-recognize-palestinian-state ,"   Spain, Norway, Ireland formally recognize Palestinian state  ",2024-04-28
https: thehill.com opinion international 4693691-failed-state-from-the-start-why-a-sovereign-palestine-isnt-happening-any-time-soon ,   Failed state from the start: Why a sovereign Palestine isn’t happening any time soon  ,2024-04-31
https: thehill.com homenews education 4700903-california-university-strike-pro-palestinian-student-protests-gaza-israel ,   University of California strike over response to pro-Palestinian protests expands to 3 more campuses  ,2024-06-03
https: thehill.com changing-america enrichment education 4699858-colleges-withhold-students-degrees-over-pro-palestinian-protests ,   Colleges withhold students’ degrees over pro-Palestinian protests  ,2024-06-03
https: thehill.com homenews state-watch 4702070-pro-palestinian-protesters-los-angeles-city-hall ,   Pro-Palestinian protesters set up camp outside Los Angeles City Hall  ,2024-06-04
https: thehill.com blogs blog-briefing-room 4706683-ex-meta-engineer-sues-wrongful-termination-pro-palestinian-content ,   Ex-Meta engineer sues company over wrongful termination related to handling of pro-Palestinian content  ,2024-06-05
https: thehill.com homenews campaign 4706646-donald-trump-says-chuck-schumer-has-become-like-a-palestinian ,   Trump says Schumer has ‘become like a Palestinian’  ,2024-06-05
https: thehill.com policy international 4708039-us-sanctions-palestinian-group-lions-den ,   US sanctions armed West Bank Palestinian group ‘Lions’ Den’  ,2024-06-06
https: thehill.com homenews administration 4710675-white-house-gaza-protests-washington-weekend ,   White House prepares for weekend pro-Palestinian protests  ,2024-06-07
https: thehill.com blogs in-the-know 4709708-kamala-harris-jimmy-kimmel-gaza-protesters ,   Pro-Palestinian protesters disrupt Harris’s appearance on Jimmy Kimmel’s show  ,2024-06-07
https: thehill.com homenews state-watch 4712150-pro-palestinian-protestors-gather-at-white-house ,   Pro-Palestinian protestors gather at White House  ,2024-06-08
https: thehill.com policy international 4712054-palestinians-killed-israel-rescues-hostages ,   At least 210 Palestinians reportedly killed during Israeli hostage recovery operation  ,2024-06-08
https: thehill.com opinion 4711472-the-resettlement-of-palestinian-refugees-is-the-least-we-can-do ,   The case for resettling Palestinian refugees in the US  ,2024-06-08
https: thehill.com policy international 4712374-at-least-274-palestinians-killed-during-israeli-raid-that-rescued-4-hostages-gaza-health-ministry ,   At least 274 Palestinians killed during Israeli raid that rescued 4 hostages: Gaza Health Ministry  ,2024-06-09
https: thehill.com policy international 4717007-white-house-pro-palestine-protest-outside-new-york-exhibit-for-10-7-victims-horrifying ,   White House: Pro-Palestine protest outside New York exhibit for 10. 7 victims ‘horrifying’  ,2024-06-11
https: thehill.com video-clips 4716399-watch-pro-palestine-protesters-interrupt-biden-at-gun-safety-event ,   Watch: Pro-Palestine protesters interrupt Biden at gun safety event  ,2024-06-11
https: thehill.com policy defense 4715505-un-israeli-troops-palestinians-war-crimes-hostage-raid ,"   UN says Israeli troops, armed Palestinians 04 have committed war crimes in raid that freed hostages  ",2024-06-11
https: thehill.com opinion international 4718181-us-recognition-of-a-palestinian-state-could-change-everything ,   US recognition of a Palestinian state could change everything   ,2024-06-12
https: thehill.com homenews 4717645-democrats-divided-pro-palestinian-campus-protests-poll ,   Democrats divided on pro-Palestinian campus protests: Poll  ,2024-06-12
https: thehill.com homenews education 4720078-ucla-chooses-new-chancellor-amid-campus-turmoil-over-pro-palestinian-protests ,   UCLA chooses new chancellor amid campus turmoil over pro-Palestinian protests  ,2024-06-13
https: thehill.com homenews 4724293-pro-palestinian-protestors-gather-outside-biden-fundraising-event ,   ​​Pro-Palestinian protestors gather outside Biden fundraising event  ,2024-06-15
https: thehill.com homenews education 4725619-cuny-university-of-michigan-antisemitic-anti-palestinian-student-protests-israel-gaza-war-hamas ,"   Feds say CUNY, University of Michigan fell short in addressing antisemitic, anti-Palestinian incidents  ",2024-06-17
https: thehill.com opinion national-security 4725439-convention-goers-beware-pro-palestinian-groups-want-an-ugly-scene-at-chicagos-dnc ,   Convention-goers beware: Pro-Palestinian groups want an ugly scene at Chicago’s DNC  ,2024-06-18
https: thehill.com policy energy-environment 4730075-chemical-plume-east-palestine-states ,   East Palestine derailment chemicals reached 16 states: Research  ,2024-06-19
https: thehill.com homenews administration 4731121-democrats-urge-pathways-palestinian-refugees ,   Almost 70 Democrats call for opening pathways to Palestinian refugees  ,2024-06-20
https: thehill.com homenews 4735229-pro-palestinian-protests-disrupt-aoc-sanders-bowman-rally ,"   Pro-Palestinian protests disrupt Ocasio-Cortez, Sanders, Bowman rally  ",2024-06-22
https: thehill.com regulation court-battles 4734890-lee-zeldin-alvin-bragg-new-york-columbia-university-protestors ,   Zeldin slams Manhattan DA for dropping charges against pro-Palestinian protestors  ,2024-06-22
https: thehill.com homenews campaign 4735188-cruz-says-biden-dems-sided-pro-palestinian-protestors-political-gain ,"   Cruz says Biden, Dems sided with pro-Palestinian protestors for political gain  ",2024-06-23
https: thehill.com homenews 4736076-ntsb-to-release-final-report-on-east-palestine-train-derailment ,   NTSB to release final report on East Palestine train derailment  ,2024-06-24
https: thehill.com policy energy-environment 4738815-east-palestine-ohio-train-crash-rail-sensors-failed-national-transporation-safety-board ,   Federal transportation board says rail sensors failed ahead of East Palestine crash  ,2024-06-25
https: thehill.com policy international 4744904-trump-palestinian-state-israel-hamas-gaza ,   Trump punts on supporting Palestinian state: ‘I’d have to see’  ,2024-06-27
https: thehill.com homenews campaign 4744809-donald-trump-joe-biden-debate-palestine-israel ,   Trump says Biden has ‘become like a Palestinian’ in debate exchange over Israel  ,2024-06-27
https: thehill.com opinion 4743557-plan-to-admit-palestinian-refugees-to-the-us-should-be-met-with-a-resounding-no ,   Plan to admit Palestinian refugees to the US should be met with a resounding ‘no’  ,2024-06-28
https: thehill.com policy transportation 4767613-delta-airlines-apologizes-palestinian-flag ,   Delta issues apology over tweet about employees’ Palestinian pins  ,2024-07-11
https: thehill.com homenews campaign 4774062-joe-biden-palestinian-community-complex-speedy-morman ,   Biden says he ‘did more for the Palestinian community than anybody’  ,2024-07-15
https: thehill.com policy international 4778225-biden-administration-sanctions-ex-israeli-soldier ,   US sanctions ex-Israeli soldier convicted in 2016 killing of disarmed Palestinian assailant  ,2024-07-17
https: thehill.com policy international 4781740-israel-palestinian-territories-un-court ,   Israel’s presence in occupied Palestinian territories ‘unlawful’: Top UN court  ,2024-07-19
https: thehill.com opinion 4780861-international-court-justice-opinion-israel ,   Palestinians continue assault on the rule of law    ,2024-07-19
https: thehill.com homenews house 4787649-harris-empathy-palestinian-americans ,   Jayapal: Harris has ‘deep empathy for the situation of Palestinian Americans’  ,2024-07-23
https: thehill.com homenews senate 4791057-tuberville-blasts-pro-palestinian-protestors-taking-down-us-flag ,   Tuberville blasts pro-Palestinian protestors for taking down US flag near Capitol  ,2024-07-24
